textID,text,selected_text,mood,Sentiment_score_VADER,Sentiment_VADER_label
15323,15323,im feeling abit uncertain now,fear,im feeling abit uncertain,-0.1779
15324,15324,i always feeling strange internal feeling like continuous wailing of siren in my head and when nobody hears i couldnt help crying like a siren when no one heard,surprise,always feeling strange internal feeling like continuous wailing siren head nobody hears couldnt help cry like siren one heard,0.6701
15325,15325,i can t escape the feeling that i m being punished,sadness,escape feeling punished,-0.2023
15326,15326,i feel weird a href http bondmusings,fear,feel weird href http bondmusings,-0.1779
15327,15327,im feeling particularly homesick for my parents or the rolling west virginia hills that most of the people i love are concentrated in hickory lenoir and morganton,sadness,im feeling particularly homesick parent rolling west virginia hill people love concentrated hickory lenoir morganton,0.5729
15328,15328,i feel for you you guys who been insulted ill treated lathi charged at the grounds,anger,feel guy insulted ill treated lathi charged ground,-0.7845
15329,15329,i feel kinda dirty like i need to shower,sadness,feel kinda dirty like need shower,-0.099
15330,15330,i do this week someone else does the other weeks soo yea that made me feel talented,joy,week someone else week soo yea made feel talented,0.5106
15331,15331,i feel a strange sense of foreboding,fear,feel strange sense foreboding,-0.2023
15332,15332,i feel like there is a fragment sweet scent hang on my tongue it instantly disappear as if saying i was paranoid,love,feel like fragment sweet scent hang tongue instantly disappear saying paranoid,0.3818
15333,15333,i also feel a strong sexual current flowing through me but it has no actual desire for release like the pillar of electric fire in the pillar,joy,also feel strong sexual current flowing actual desire release like pillar electric fire pillar,0.7269
15334,15334,i didn t see how my going in the army and maybe going to vietnam would achieve anything except a feeling that i had punished myself and gotten what i deserved,sadness,see going army maybe going vietnam would achieve anything except feeling punished gotten deserved,-0.3612
15335,15335,i feel as if my husband s life is valued and the duty of care towards him is taken seriously,joy,feel husband life valued duty care towards taken seriously,0.6597
15336,15336,i am feeling hostile enough that i even hate jim right now,anger,feeling hostile enough even hate jim right,-0.7003
15337,15337,im like not even that relieved that its done because i know i could have done better so i feel kind of regretful about that,sadness,im like even relieved done know could done better feel kind regretful,0.8176
15338,15338,i feel skeptical now,fear,feel skeptical,-0.3182
15339,15339,i really do feel giggly,joy,really feel giggly,0.3134
15340,15340,i feel that the tazi sofa strives to be elegant yet funky without compromising on individuality,joy,feel tazi sofa strives elegant yet funky without compromising individuality,0.4019
15341,15341,i asked her why she thought of us after having no contact for years she simply said i have been having a feeling to find a little boy for you family and i just know this little guy is perfect for you,joy,asked thought u contact year simply said feeling find little boy family know little guy perfect,0.6022
15342,15342,i am empowered i feel superior,joy,empowered feel superior,0.5423
15343,15343,i most want to do better think harder feel more and be more tender,love,want better think harder feel tender,0.4939
15344,15344,i did feel guilty about saying no to something she really wanted,sadness,feel guilty saying something really wanted,-0.4215
15345,15345,i feel very very virtuous,joy,feel virtuous,0.5267
15346,15346,i express my true feelings about such a wonderful experience,joy,express true feeling wonderful experience,0.7906
15347,15347,i can say that i feel content,joy,say feel content,0
15348,15348,before an exam which i,fear,exam,0
15349,15349,when i knew about my first job,joy,knew first job,0
15350,15350,i noted that the instructions suggested youd need people so i was feeling pretty smug that id managed it alone,joy,noted instruction suggested youd need people feeling pretty smug id managed alone,0.5423
15351,15351,i know i should be excited about going away for a few days but instead i feel nothing and that makes me feel like an ungrateful horrible person,sadness,know excited going away day instead feel nothing make feel like ungrateful horrible person,-0.7359
15352,15352,i devised myself rather than had suggested to me the flower distribution and im esp pleased as i bought the flowers when i didnt have my bank card it feels much harder to be generous when having to be especially careful with money and im now wondering if that was the lesson of losing it,love,devised rather suggested flower distribution im esp pleased bought flower didnt bank card feel much harder generous especially careful money im wondering lesson losing,0.6697
15353,15353,i have friends and family back home that can help me when i m feeling homesick because i m sure i will be,sadness,friend family back home help feeling homesick sure,0.7906
